country,countryIso,updated,confirmed,deaths,recovered,date,source
Uruguay,URY,2020-06-04T03:55:30.703Z,828,23,,2020-06-03,jhu
U.S.,USA,2020-10-25T20:41:00.519Z,1843162,105979,,2020-06-03,wapo
Uzbekistan,UZB,2020-06-04T03:55:30.702Z,3843,16,,2020-06-03,jhu
Holy See,VAT,2020-06-04T03:55:30.704Z,12,0,,2020-06-03,jhu
Saint Vincent and the Grenadines,VCT,2020-06-04T03:55:30.704Z,26,0,,2020-06-03,jhu
Venezuela,VEN,2020-06-04T03:55:30.702Z,1952,20,,2020-06-03,jhu
Vietnam,VNM,2020-06-04T03:55:30.703Z,328,0,,2020-06-03,jhu
Kosovo,XKX,2020-06-04T03:55:30.702Z,1142,30,,2020-06-03,jhu
Yemen,YEM,2020-06-04T03:55:30.703Z,419,95,,2020-06-03,jhu
South Africa,ZAF,2020-06-04T03:55:30.700Z,37525,792,,2020-06-03,jhu
Zambia,ZMB,2020-06-04T03:55:30.702Z,1089,7,,2020-06-03,jhu
Zimbabwe,ZWE,2020-06-04T03:55:30.703Z,222,4,,2020-06-03,jhu
Afghanistan,AFG,2020-06-05T03:55:31.143Z,18054,300,,2020-06-04,jhu
Angola,AGO,2020-06-05T03:55:31.146Z,86,4,,2020-06-04,jhu
Albania,ALB,2020-06-05T03:55:31.144Z,1197,33,,2020-06-04,jhu
Andorra,AND,2020-06-05T03:55:31.144Z,852,51,,2020-06-04,jhu
UAE,ARE,2020-06-05T03:55:31.143Z,37018,273,,2020-06-04,jhu
Argentina,ARG,2020-06-05T03:55:31.143Z,20197,608,,2020-06-04,jhu
Armenia,ARM,2020-06-05T03:55:31.143Z,11221,176,,2020-06-04,jhu
Antigua and Barbuda,ATG,2020-06-05T03:55:31.146Z,26,3,,2020-06-04,jhu
Australia,AUS,2020-06-05T03:55:31.143Z,7247,102,,2020-06-04,jhu
Austria,AUT,2020-06-05T03:55:31.143Z,16805,670,,2020-06-04,jhu
Azerbaijan,AZE,2020-06-05T03:55:31.143Z,6522,78,,2020-06-04,jhu
Burundi,BDI,2020-06-05T03:55:31.146Z,63,1,,2020-06-04,jhu
Belgium,BEL,2020-06-05T03:55:31.143Z,58767,9548,,2020-06-04,jhu
Benin,BEN,2020-06-05T03:55:31.146Z,261,3,,2020-06-04,jhu
Burkina Faso,BFA,2020-06-05T03:55:31.144Z,885,53,,2020-06-04,jhu
Bangladesh,BGD,2020-06-05T03:55:31.143Z,57563,781,,2020-06-04,jhu
Bulgaria,BGR,2020-06-05T03:55:31.144Z,2585,147,,2020-06-04,jhu
Bahrain,BHR,2020-06-05T03:55:31.143Z,13296,21,,2020-06-04,jhu
The Bahamas,BHS,2020-06-05T03:55:31.146Z,102,11,,2020-06-04,jhu
Bosnia,BIH,2020-06-05T03:55:31.144Z,2594,159,,2020-06-04,jhu
Belarus,BLR,2020-06-05T03:55:31.143Z,45981,253,,2020-06-04,jhu
Belize,BLZ,2020-06-05T03:55:31.147Z,18,2,,2020-06-04,jhu
Bolivia,BOL,2020-06-05T03:55:31.143Z,12245,415,,2020-06-04,jhu
Brazil,BRA,2020-06-05T03:55:31.142Z,614941,34021,,2020-06-04,jhu
Barbados,BRB,2020-06-05T03:55:31.146Z,92,7,,2020-06-04,jhu
Brunei,BRN,2020-06-05T03:55:31.146Z,141,2,,2020-06-04,jhu
Bhutan,BTN,2020-06-05T03:55:31.146Z,47,0,,2020-06-04,jhu
Botswana,BWA,2020-06-05T03:55:31.146Z,40,1,,2020-06-04,jhu
Central African Rep.,CAF,2020-06-05T03:55:31.144Z,1288,4,,2020-06-04,jhu
Canada,CAN,2020-06-05T03:55:31.143Z,95269,7717,,2020-06-04,jhu
Switzerland,CHE,2020-06-05T03:55:31.143Z,30913,1921,,2020-06-04,jhu
Chile,CHL,2020-06-05T03:55:31.143Z,118292,1356,,2020-06-04,jhu
China,CHN,2020-06-05T03:55:31.143Z,84171,4638,,2020-06-04,jhu
Ivory Coast,CIV,2020-06-05T03:55:31.144Z,3262,35,,2020-06-04,jhu
Cameroon,CMR,2020-06-05T03:55:31.143Z,6789,203,,2020-06-04,jhu
Dem. Rep. Congo,COD,2020-06-05T03:55:31.144Z,3644,78,,2020-06-04,jhu
Congo,COG,2020-06-05T03:55:31.145Z,611,20,,2020-06-04,jhu
Colombia,COL,2020-06-05T03:55:31.143Z,35240,1142,,2020-06-04,jhu
Cape Verde,CPV,2020-06-05T03:55:31.145Z,502,5,,2020-06-04,jhu
Costa Rica,CRI,2020-06-05T03:55:31.144Z,1194,10,,2020-06-04,jhu
Cuba,CUB,2020-06-05T03:55:31.144Z,2119,83,,2020-06-04,jhu
Cyprus,CYP,2020-06-05T03:55:31.144Z,958,17,,2020-06-04,jhu
Czechia,CZE,2020-06-05T03:55:31.143Z,9494,326,,2020-06-04,jhu
,,2020-06-05T03:55:31.146Z,132,2,,2020-06-04,jhu
Germany,DEU,2020-06-05T03:55:31.142Z,184472,8635,,2020-06-04,jhu
Djibouti,DJI,2020-06-05T03:55:31.143Z,4054,26,,2020-06-04,jhu
Dominica,DMA,2020-06-05T03:55:31.147Z,18,0,,2020-06-04,jhu
Denmark,DNK,2020-06-05T03:55:31.143Z,12011,582,,2020-06-04,jhu
Dominican Republic,DOM,2020-06-05T03:55:31.143Z,18319,520,,2020-06-04,jhu
Algeria,DZA,2020-06-05T03:55:31.143Z,9831,681,,2020-06-04,jhu
,,2020-06-05T03:55:31.145Z,712,13,,2020-06-04,jhu
Ecuador,ECU,2020-06-05T03:55:31.143Z,40966,3486,,2020-06-04,jhu
Egypt,EGY,2020-06-05T03:55:31.143Z,29767,1126,,2020-06-04,jhu
Eritrea,ERI,2020-06-05T03:55:31.146Z,39,0,,2020-06-04,jhu
W. Sahara,ESH,2020-06-05T03:55:31.147Z,9,1,,2020-06-04,jhu
Spain,ESP,2020-06-05T03:55:31.142Z,240660,27133,,2020-06-04,jhu
Estonia,EST,2020-06-05T03:55:31.144Z,1890,69,,2020-06-04,jhu
Ethiopia,ETH,2020-06-05T03:55:31.144Z,1636,18,,2020-06-04,jhu
Finland,FIN,2020-06-05T03:55:31.143Z,6911,322,,2020-06-04,jhu
Fiji,FJI,2020-06-05T03:55:31.147Z,18,0,,2020-06-04,jhu
France,FRA,2020-06-05T03:55:31.142Z,189569,29068,,2020-06-04,jhu
Gabon,GAB,2020-06-05T03:55:31.144Z,2955,21,,2020-06-04,jhu
Britain,GBR,2020-06-05T03:55:31.142Z,283079,39987,,2020-06-04,jhu
Georgia,GEO,2020-06-05T03:55:31.144Z,801,13,,2020-06-04,jhu
Ghana,GHA,2020-06-05T03:55:31.143Z,8885,38,,2020-06-04,jhu
Guinea,GIN,2020-06-05T03:55:31.143Z,3991,23,,2020-06-04,jhu
Gambia,GMB,2020-06-05T03:55:31.146Z,26,1,,2020-06-04,jhu
Guinea-Bissau,GNB,2020-06-05T03:55:31.144Z,1339,8,,2020-06-04,jhu
Eq. Guinea,GNQ,2020-06-05T03:55:31.144Z,1306,12,,2020-06-04,jhu
Greece,GRC,2020-06-05T03:55:31.144Z,2952,180,,2020-06-04,jhu
Grenada,GRD,2020-06-05T03:55:31.146Z,23,0,,2020-06-04,jhu
Guatemala,GTM,2020-06-05T03:55:31.143Z,6154,158,,2020-06-04,jhu
Guyana,GUY,2020-06-05T03:55:31.146Z,153,12,,2020-06-04,jhu
Honduras,HND,2020-06-05T03:55:31.143Z,5880,243,,2020-06-04,jhu
Croatia,HRV,2020-06-05T03:55:31.144Z,2247,103,,2020-06-04,jhu
Haiti,HTI,2020-06-05T03:55:31.144Z,2640,50,,2020-06-04,jhu
Hungary,HUN,2020-06-05T03:55:31.143Z,3954,539,,2020-06-04,jhu
Indonesia,IDN,2020-06-05T03:55:31.143Z,28818,1721,,2020-06-04,jhu
India,IND,2020-06-05T03:55:31.142Z,226713,6363,,2020-06-04,jhu
Ireland,IRL,2020-06-05T03:55:31.143Z,25142,1664,,2020-06-04,jhu
Iran,IRN,2020-06-05T03:55:31.142Z,164270,8071,,2020-06-04,jhu
Iraq,IRQ,2020-06-05T03:55:31.143Z,8840,271,,2020-06-04,jhu
Iceland,ISL,2020-06-05T03:55:31.144Z,1806,10,,2020-06-04,jhu
Israel,ISR,2020-06-05T03:55:31.143Z,17495,291,,2020-06-04,jhu
Italy,ITA,2020-06-05T03:55:31.142Z,234013,33689,,2020-06-04,jhu
Jamaica,JAM,2020-06-05T03:55:31.145Z,591,10,,2020-06-04,jhu
Jordan,JOR,2020-06-05T03:55:31.144Z,765,9,,2020-06-04,jhu
Japan,JPN,2020-06-05T03:55:31.143Z,16911,911,,2020-06-04,jhu
Kazakhstan,KAZ,2020-06-05T03:55:31.143Z,12312,52,,2020-06-04,jhu
Kenya,KEN,2020-06-05T03:55:31.144Z,2340,78,,2020-06-04,jhu
Kyrgyzstan,KGZ,2020-06-05T03:55:31.144Z,1899,20,,2020-06-04,jhu
Cambodia,KHM,2020-06-05T03:55:31.146Z,125,0,,2020-06-04,jhu
Saint Kitts and Nevis,KNA,2020-06-05T03:55:31.147Z,15,0,,2020-06-04,jhu
South Korea,KOR,2020-06-05T03:55:31.143Z,11668,273,,2020-06-04,jhu
Kuwait,KWT,2020-06-05T03:55:31.143Z,29921,236,,2020-06-04,jhu
Laos,LAO,2020-06-05T03:55:31.146Z,19,0,,2020-06-04,jhu
Lebanon,LBN,2020-06-05T03:55:31.144Z,1306,28,,2020-06-04,jhu
Liberia,LBR,2020-06-05T03:55:31.146Z,321,28,,2020-06-04,jhu
Libya,LBY,2020-06-05T03:55:31.146Z,209,5,,2020-06-04,jhu
Saint Lucia,LCA,2020-06-05T03:55:31.146Z,19,0,,2020-06-04,jhu
Liechtenstein,LIE,2020-06-05T03:55:31.146Z,82,1,,2020-06-04,jhu
Sri Lanka,LKA,2020-06-05T03:55:31.144Z,1797,11,,2020-06-04,jhu
Lesotho,LSO,2020-06-05T03:55:31.147Z,4,0,,2020-06-04,jhu
Lithuania,LTU,2020-06-05T03:55:31.144Z,1687,71,,2020-06-04,jhu
Luxembourg,LUX,2020-06-05T03:55:31.143Z,4027,110,,2020-06-04,jhu
Latvia,LVA,2020-06-05T03:55:31.144Z,1082,25,,2020-06-04,jhu
Morocco,MAR,2020-06-05T03:55:31.143Z,8003,208,,2020-06-04,jhu
Monaco,MCO,2020-06-05T03:55:31.146Z,99,4,,2020-06-04,jhu
Moldova,MDA,2020-06-05T03:55:31.143Z,9018,315,,2020-06-04,jhu
Madagascar,MDG,2020-06-05T03:55:31.144Z,957,7,,2020-06-04,jhu
Maldives,MDV,2020-06-05T03:55:31.144Z,1872,7,,2020-06-04,jhu
Mexico,MEX,2020-06-05T03:55:31.143Z,105680,12545,,2020-06-04,jhu
North Macedonia,MKD,2020-06-05T03:55:31.144Z,2611,147,,2020-06-04,jhu
Mali,MLI,2020-06-05T03:55:31.144Z,1461,85,,2020-06-04,jhu
Malta,MLT,2020-06-05T03:55:31.145Z,622,9,,2020-06-04,jhu
Myanmar,MMR,2020-06-05T03:55:31.146Z,236,6,,2020-06-04,jhu
Montenegro,MNE,2020-06-05T03:55:31.146Z,324,9,,2020-06-04,jhu
Mongolia,MNG,2020-06-05T03:55:31.146Z,186,0,,2020-06-04,jhu
Mozambique,MOZ,2020-06-05T03:55:31.146Z,352,2,,2020-06-04,jhu
Mauritania,MRT,2020-06-05T03:55:31.144Z,784,39,,2020-06-04,jhu
,,2020-06-05T03:55:31.147Z,9,2,,2020-06-04,jhu
Mauritius,MUS,2020-06-05T03:55:31.146Z,335,10,,2020-06-04,jhu
Malawi,MWI,2020-06-05T03:55:31.146Z,393,4,,2020-06-04,jhu
Malaysia,MYS,2020-06-05T03:55:31.143Z,8247,115,,2020-06-04,jhu
Namibia,NAM,2020-06-05T03:55:31.146Z,25,0,,2020-06-04,jhu
Niger,NER,2020-06-05T03:55:31.144Z,963,65,,2020-06-04,jhu
Nigeria,NGA,2020-06-05T03:55:31.143Z,11516,323,,2020-06-04,jhu
Nicaragua,NIC,2020-06-05T03:55:31.144Z,1118,46,,2020-06-04,jhu
Netherlands,NLD,2020-06-05T03:55:31.143Z,47148,6009,,2020-06-04,jhu
Norway,NOR,2020-06-05T03:55:31.143Z,8504,238,,2020-06-04,jhu
Nepal,NPL,2020-06-05T03:55:31.144Z,2634,10,,2020-06-04,jhu
New Zealand,NZL,2020-06-05T03:55:31.144Z,1504,22,,2020-06-04,jhu
Oman,OMN,2020-06-05T03:55:31.143Z,14316,67,,2020-06-04,jhu
Pakistan,PAK,2020-06-05T03:55:31.143Z,85264,1770,,2020-06-04,jhu
Panama,PAN,2020-06-05T03:55:31.143Z,15044,363,,2020-06-04,jhu
Peru,PER,2020-06-05T03:55:31.142Z,183198,5031,,2020-06-04,jhu
Philippines,PHL,2020-06-05T03:55:31.143Z,20382,984,,2020-06-04,jhu
Papua New Guinea,PNG,2020-06-05T03:55:31.147Z,8,0,,2020-06-04,jhu
Poland,POL,2020-06-05T03:55:31.143Z,25048,1117,,2020-06-04,jhu
Portugal,PRT,2020-06-05T03:55:31.143Z,33592,1455,,2020-06-04,jhu
Paraguay,PRY,2020-06-05T03:55:31.144Z,1086,11,,2020-06-04,jhu
West Bank and Gaza,PSE,2020-06-05T03:55:31.146Z,464,3,,2020-06-04,jhu
Qatar,QAT,2020-06-05T03:55:31.143Z,63741,45,,2020-06-04,jhu
Romania,ROU,2020-06-05T03:55:31.143Z,19907,1305,,2020-06-04,jhu
Russia,RUS,2020-06-05T03:55:31.142Z,440538,5376,,2020-06-04,jhu
Rwanda,RWA,2020-06-05T03:55:31.146Z,410,2,,2020-06-04,jhu
Saudi Arabia,SAU,2020-06-05T03:55:31.143Z,93157,611,,2020-06-04,jhu
Sudan,SDN,2020-06-05T03:55:31.143Z,5714,333,,2020-06-04,jhu
Senegal,SEN,2020-06-05T03:55:31.143Z,4021,45,,2020-06-04,jhu
Singapore,SGP,2020-06-05T03:55:31.143Z,36922,24,,2020-06-04,jhu
Sierra Leone,SLE,2020-06-05T03:55:31.144Z,914,47,,2020-06-04,jhu
El Salvador,SLV,2020-06-05T03:55:31.144Z,2781,52,,2020-06-04,jhu
San Marino,SMR,2020-06-05T03:55:31.145Z,678,42,,2020-06-04,jhu
Somalia,SOM,2020-06-05T03:55:31.144Z,2204,79,,2020-06-04,jhu
Serbia,SRB,2020-06-05T03:55:31.143Z,11571,246,,2020-06-04,jhu
S. Sudan,SSD,2020-06-05T03:55:31.144Z,994,10,,2020-06-04,jhu
Sao Tome and Principe,STP,2020-06-05T03:55:31.145Z,485,12,,2020-06-04,jhu
Suriname,SUR,2020-06-05T03:55:31.146Z,82,1,,2020-06-04,jhu
Slovakia,SVK,2020-06-05T03:55:31.144Z,1526,28,,2020-06-04,jhu
Slovenia,SVN,2020-06-05T03:55:31.144Z,1477,109,,2020-06-04,jhu
Sweden,SWE,2020-06-05T03:55:31.143Z,41883,4562,,2020-06-04,jhu
Eswatini,SWZ,2020-06-05T03:55:31.146Z,300,3,,2020-06-04,jhu
Seychelles,SYC,2020-06-05T03:55:31.147Z,11,0,,2020-06-04,jhu
Syria,SYR,2020-06-05T03:55:31.146Z,124,6,,2020-06-04,jhu
Chad,TCD,2020-06-05T03:55:31.144Z,828,66,,2020-06-04,jhu
Togo,TGO,2020-06-05T03:55:31.146Z,465,13,,2020-06-04,jhu
Thailand,THA,2020-06-05T03:55:31.144Z,3101,58,,2020-06-04,jhu
Tajikistan,TJK,2020-06-05T03:55:31.143Z,4289,48,,2020-06-04,jhu
Timor-Leste,TLS,2020-06-05T03:55:31.146Z,24,0,,2020-06-04,jhu
Trinidad and Tobago,TTO,2020-06-05T03:55:31.146Z,117,8,,2020-06-04,jhu
Tunisia,TUN,2020-06-05T03:55:31.144Z,1087,49,,2020-06-04,jhu
Turkey,TUR,2020-06-05T03:55:31.142Z,167410,4630,,2020-06-04,jhu
Taiwan,TWN,2020-06-05T03:55:31.146Z,443,7,,2020-06-04,jhu
Tanzania,TZA,2020-06-05T03:55:31.145Z,509,21,,2020-06-04,jhu
Uganda,UGA,2020-06-05T03:55:31.145Z,522,0,,2020-06-04,jhu
Ukraine,UKR,2020-06-05T03:55:31.143Z,25981,755,,2020-06-04,jhu
Uruguay,URY,2020-06-05T03:55:31.144Z,832,23,,2020-06-04,jhu
U.S.,USA,2020-10-25T20:41:00.519Z,1869403,107142,,2020-06-04,wapo
Uzbekistan,UZB,2020-06-05T03:55:31.144Z,3939,16,,2020-06-04,jhu
Holy See,VAT,2020-06-05T03:55:31.147Z,12,0,,2020-06-04,jhu
Saint Vincent and the Grenadines,VCT,2020-06-05T03:55:31.146Z,26,0,,2020-06-04,jhu
Venezuela,VEN,2020-06-05T03:55:31.144Z,2087,20,,2020-06-04,jhu
Vietnam,VNM,2020-06-05T03:55:31.146Z,328,0,,2020-06-04,jhu
Kosovo,XKX,2020-06-05T03:55:31.144Z,1142,30,,2020-06-04,jhu
Yemen,YEM,2020-06-05T03:55:31.146Z,453,103,,2020-06-04,jhu
South Africa,ZAF,2020-06-05T03:55:31.143Z,40792,848,,2020-06-04,jhu
Zambia,ZMB,2020-06-05T03:55:31.144Z,1089,7,,2020-06-04,jhu
Zimbabwe,ZWE,2020-06-05T03:55:31.146Z,237,4,,2020-06-04,jhu
Afghanistan,AFG,2020-06-06T03:55:30.563Z,18969,309,,2020-06-05,jhu
Angola,AGO,2020-06-06T03:55:30.567Z,86,4,,2020-06-05,jhu
Albania,ALB,2020-06-06T03:55:30.565Z,1212,33,,2020-06-05,jhu
Andorra,AND,2020-06-06T03:55:30.566Z,852,51,,2020-06-05,jhu
UAE,ARE,2020-06-06T03:55:30.563Z,37642,274,,2020-06-05,jhu
Argentina,ARG,2020-06-06T03:55:30.563Z,21037,632,,2020-06-05,jhu
Armenia,ARM,2020-06-06T03:55:30.564Z,11817,183,,2020-06-05,jhu
Antigua and Barbuda,ATG,2020-06-06T03:55:30.567Z,26,3,,2020-06-05,jhu
Australia,AUS,2020-06-06T03:55:30.565Z,7251,102,,2020-06-05,jhu
Austria,AUT,2020-06-06T03:55:30.563Z,16843,672,,2020-06-05,jhu
Azerbaijan,AZE,2020-06-06T03:55:30.565Z,6860,82,,2020-06-05,jhu
Burundi,BDI,2020-06-06T03:55:30.567Z,63,1,,2020-06-05,jhu
Belgium,BEL,2020-06-06T03:55:30.563Z,58907,9566,,2020-06-05,jhu
Benin,BEN,2020-06-06T03:55:30.567Z,261,3,,2020-06-05,jhu
Burkina Faso,BFA,2020-06-06T03:55:30.566Z,888,53,,2020-06-05,jhu
Bangladesh,BGD,2020-06-06T03:55:30.563Z,60391,811,,2020-06-05,jhu
Bulgaria,BGR,2020-06-06T03:55:30.565Z,2627,159,,2020-06-05,jhu
Bahrain,BHR,2020-06-06T03:55:30.563Z,13835,22,,2020-06-05,jhu
The Bahamas,BHS,2020-06-06T03:55:30.567Z,102,11,,2020-06-05,jhu
Bosnia,BIH,2020-06-06T03:55:30.565Z,2606,159,,2020-06-05,jhu
Belarus,BLR,2020-06-06T03:55:30.563Z,46868,259,,2020-06-05,jhu
Belize,BLZ,2020-06-06T03:55:30.567Z,19,2,,2020-06-05,jhu
Bolivia,BOL,2020-06-06T03:55:30.564Z,12245,415,,2020-06-05,jhu
Brazil,BRA,2020-06-06T03:55:30.562Z,614941,34021,,2020-06-05,jhu
Barbados,BRB,2020-06-06T03:55:30.567Z,92,7,,2020-06-05,jhu
Brunei,BRN,2020-06-06T03:55:30.567Z,141,2,,2020-06-05,jhu
Bhutan,BTN,2020-06-06T03:55:30.567Z,48,0,,2020-06-05,jhu
Botswana,BWA,2020-06-06T03:55:30.567Z,40,1,,2020-06-05,jhu
Central African Rep.,CAF,2020-06-06T03:55:30.565Z,1451,4,,2020-06-05,jhu
Canada,CAN,2020-06-06T03:55:30.562Z,95947,7778,,2020-06-05,jhu
Switzerland,CHE,2020-06-06T03:55:30.563Z,30936,1921,,2020-06-05,jhu
Chile,CHL,2020-06-06T03:55:30.562Z,122499,1448,,2020-06-05,jhu
China,CHN,2020-06-06T03:55:30.563Z,84177,4638,,2020-06-05,jhu
Ivory Coast,CIV,2020-06-06T03:55:30.565Z,3431,36,,2020-06-05,jhu
Cameroon,CMR,2020-06-06T03:55:30.565Z,7392,205,,2020-06-05,jhu
Dem. Rep. Congo,COD,2020-06-06T03:55:30.565Z,3764,81,,2020-06-05,jhu
Congo,COG,2020-06-06T03:55:30.566Z,635,20,,2020-06-05,jhu
Colombia,COL,2020-06-06T03:55:30.563Z,35240,1142,,2020-06-05,jhu
Cape Verde,CPV,2020-06-06T03:55:30.566Z,536,5,,2020-06-05,jhu
Costa Rica,CRI,2020-06-06T03:55:30.565Z,1228,10,,2020-06-05,jhu
Cuba,CUB,2020-06-06T03:55:30.565Z,2133,83,,2020-06-05,jhu
Cyprus,CYP,2020-06-06T03:55:30.566Z,960,17,,2020-06-05,jhu
Czechia,CZE,2020-06-06T03:55:30.565Z,9529,327,,2020-06-05,jhu
,,2020-06-06T03:55:30.567Z,132,2,,2020-06-05,jhu
Germany,DEU,2020-06-06T03:55:30.562Z,184924,8658,,2020-06-05,jhu
Djibouti,DJI,2020-06-06T03:55:30.565Z,4123,26,,2020-06-05,jhu
Dominica,DMA,2020-06-06T03:55:30.567Z,18,0,,2020-06-05,jhu
Denmark,DNK,2020-06-06T03:55:30.564Z,12075,586,,2020-06-05,jhu
Dominican Republic,DOM,2020-06-06T03:55:30.563Z,18708,525,,2020-06-05,jhu
Algeria,DZA,2020-06-06T03:55:30.565Z,9935,690,,2020-06-05,jhu
,,2020-06-06T03:55:30.566Z,712,13,,2020-06-05,jhu
Ecuador,ECU,2020-06-06T03:55:30.563Z,41575,3534,,2020-06-05,jhu
Egypt,EGY,2020-06-06T03:55:30.563Z,31115,1166,,2020-06-05,jhu
Eritrea,ERI,2020-06-06T03:55:30.567Z,39,0,,2020-06-05,jhu
W. Sahara,ESH,2020-06-06T03:55:30.567Z,9,1,,2020-06-05,jhu
Spain,ESP,2020-06-06T03:55:30.562Z,240978,27134,,2020-06-05,jhu
Estonia,EST,2020-06-06T03:55:30.565Z,1910,69,,2020-06-05,jhu
Ethiopia,ETH,2020-06-06T03:55:30.565Z,1805,19,,2020-06-05,jhu
Finland,FIN,2020-06-06T03:55:30.565Z,6941,322,,2020-06-05,jhu
Fiji,FJI,2020-06-06T03:55:30.567Z,18,0,,2020-06-05,jhu
France,FRA,2020-06-06T03:55:30.562Z,190180,29114,,2020-06-05,jhu
Gabon,GAB,2020-06-06T03:55:30.565Z,3101,21,,2020-06-05,jhu
Britain,GBR,2020-06-06T03:55:30.562Z,284734,40344,,2020-06-05,jhu
Georgia,GEO,2020-06-06T03:55:30.566Z,805,13,,2020-06-05,jhu
Ghana,GHA,2020-06-06T03:55:30.565Z,9168,42,,2020-06-05,jhu
Guinea,GIN,2020-06-06T03:55:30.565Z,4060,23,,2020-06-05,jhu
Gambia,GMB,2020-06-06T03:55:30.567Z,26,1,,2020-06-05,jhu
Guinea-Bissau,GNB,2020-06-06T03:55:30.565Z,1339,8,,2020-06-05,jhu
Eq. Guinea,GNQ,2020-06-06T03:55:30.565Z,1306,12,,2020-06-05,jhu
Greece,GRC,2020-06-06T03:55:30.565Z,2967,180,,2020-06-05,jhu
Grenada,GRD,2020-06-06T03:55:30.567Z,23,0,,2020-06-05,jhu
Guatemala,GTM,2020-06-06T03:55:30.565Z,6485,216,,2020-06-05,jhu
Guyana,GUY,2020-06-06T03:55:30.567Z,153,12,,2020-06-05,jhu
Honduras,HND,2020-06-06T03:55:30.565Z,5880,243,,2020-06-05,jhu
Croatia,HRV,2020-06-06T03:55:30.565Z,2247,103,,2020-06-05,jhu
Haiti,HTI,2020-06-06T03:55:30.565Z,2740,50,,2020-06-05,jhu
Hungary,HUN,2020-06-06T03:55:30.565Z,3970,542,,2020-06-05,jhu
Indonesia,IDN,2020-06-06T03:55:30.563Z,29521,1770,,2020-06-05,jhu
India,IND,2020-06-06T03:55:30.562Z,236184,6649,,2020-06-05,jhu
Ireland,IRL,2020-06-06T03:55:30.563Z,25163,1670,,2020-06-05,jhu
Iran,IRN,2020-06-06T03:55:30.562Z,167156,8134,,2020-06-05,jhu
Iraq,IRQ,2020-06-06T03:55:30.565Z,9846,285,,2020-06-05,jhu
Iceland,ISL,2020-06-06T03:55:30.565Z,1806,10,,2020-06-05,jhu
Israel,ISR,2020-06-06T03:55:30.563Z,17562,291,,2020-06-05,jhu
Italy,ITA,2020-06-06T03:55:30.562Z,234531,33774,,2020-06-05,jhu
Jamaica,JAM,2020-06-06T03:55:30.566Z,595,10,,2020-06-05,jhu
Jordan,JOR,2020-06-06T03:55:30.566Z,784,9,,2020-06-05,jhu
Japan,JPN,2020-06-06T03:55:30.563Z,16958,916,,2020-06-05,jhu
Kazakhstan,KAZ,2020-06-06T03:55:30.563Z,12312,52,,2020-06-05,jhu
Kenya,KEN,2020-06-06T03:55:30.565Z,2474,79,,2020-06-05,jhu
Kyrgyzstan,KGZ,2020-06-06T03:55:30.565Z,1936,22,,2020-06-05,jhu
Cambodia,KHM,2020-06-06T03:55:30.567Z,125,0,,2020-06-05,jhu
Saint Kitts and Nevis,KNA,2020-06-06T03:55:30.567Z,15,0,,2020-06-05,jhu
South Korea,KOR,2020-06-06T03:55:30.564Z,11719,273,,2020-06-05,jhu
Kuwait,KWT,2020-06-06T03:55:30.563Z,30644,244,,2020-06-05,jhu
Laos,LAO,2020-06-06T03:55:30.567Z,19,0,,2020-06-05,jhu
Lebanon,LBN,2020-06-06T03:55:30.565Z,1312,28,,2020-06-05,jhu
Liberia,LBR,2020-06-06T03:55:30.567Z,334,30,,2020-06-05,jhu
Libya,LBY,2020-06-06T03:55:30.567Z,239,5,,2020-06-05,jhu
Saint Lucia,LCA,2020-06-06T03:55:30.567Z,19,0,,2020-06-05,jhu
Liechtenstein,LIE,2020-06-06T03:55:30.567Z,82,1,,2020-06-05,jhu
Sri Lanka,LKA,2020-06-06T03:55:30.565Z,1801,11,,2020-06-05,jhu
Lesotho,LSO,2020-06-06T03:55:30.567Z,4,0,,2020-06-05,jhu
Lithuania,LTU,2020-06-06T03:55:30.565Z,1694,71,,2020-06-05,jhu
Luxembourg,LUX,2020-06-06T03:55:30.565Z,4032,110,,2020-06-05,jhu
Latvia,LVA,2020-06-06T03:55:30.566Z,1085,25,,2020-06-05,jhu
Morocco,MAR,2020-06-06T03:55:30.565Z,8071,208,,2020-06-05,jhu
Monaco,MCO,2020-06-06T03:55:30.567Z,99,4,,2020-06-05,jhu
Moldova,MDA,2020-06-06T03:55:30.565Z,9247,323,,2020-06-05,jhu
Madagascar,MDG,2020-06-06T03:55:30.566Z,975,7,,2020-06-05,jhu
Maldives,MDV,2020-06-06T03:55:30.565Z,1883,7,,2020-06-05,jhu
Mexico,MEX,2020-06-06T03:55:30.562Z,110026,13170,,2020-06-05,jhu
North Macedonia,MKD,2020-06-06T03:55:30.565Z,2790,149,,2020-06-05,jhu
Mali,MLI,2020-06-06T03:55:30.565Z,1485,87,,2020-06-05,jhu
Malta,MLT,2020-06-06T03:55:30.566Z,625,9,,2020-06-05,jhu
Myanmar,MMR,2020-06-06T03:55:30.567Z,236,6,,2020-06-05,jhu
Montenegro,MNE,2020-06-06T03:55:30.567Z,324,9,,2020-06-05,jhu
Mongolia,MNG,2020-06-06T03:55:30.567Z,191,0,,2020-06-05,jhu
Mozambique,MOZ,2020-06-06T03:55:30.566Z,354,2,,2020-06-05,jhu
Mauritania,MRT,2020-06-06T03:55:30.566Z,883,43,,2020-06-05,jhu
,,2020-06-06T03:55:30.567Z,9,2,,2020-06-05,jhu
Mauritius,MUS,2020-06-06T03:55:30.566Z,337,10,,2020-06-05,jhu
