date,state,positive,negative,pending,currentlyHospitalized,cumulativeHospitalized,currentlyInIcu,cumulativeInIcu,currentlyOnVentilator,cumulativeOnVentilator,recovered,death,hash,dateChecked,totalTestResults,total,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200328,RI,203,2306,138,28,28,9,9,6,6,,,4191a78fbccf2f0d9b1b830978246d9f6aa0fa4a,2020-03-28T20:00:00Z,2509,2647,44,0,0,940,38,978
20200328,SC,539,2408,,,129,,,,,,13,a75a2709ece994a8e7c721205ce5d29938d97b15,2020-03-28T20:00:00Z,2947,2947,45,4,0,101,83,184
20200328,SD,68,2592,0,,,,,,,26,1,c86926d98b390f05c8769e9ee9d098b61b2c644f,2020-03-28T20:00:00Z,2660,2660,46,0,0,205,10,215
20200328,TN,1373,16965,,,118,,,,,,6,7807775b9cec7260cabd72b28d8d2504b28d3d87,2020-03-28T20:00:00Z,18338,18338,47,0,0,2077,170,2247
20200328,TX,2052,23208,,,,,,,,,27,e983c1d8d0df4cc45aaa7ba19638f1eaebdc260f,2020-03-28T20:00:00Z,25260,25260,48,4,0,1273,321,1594
20200328,UT,602,10710,,,,,,,,,2,a8687d13284b31efb92630b6879f5b530d46b9a7,2020-03-28T20:00:00Z,11312,11312,49,0,0,1946,122,2068
20200328,VA,739,8427,,,99,,,,,,17,d3f485ef4e738b15f6457fa37eb14707551eacef,2020-03-28T20:00:00Z,9166,9166,51,3,0,1694,135,1829
20200328,VI,22,106,55,,,,,,,,0,9301538d0616382a724649b2c8f07d0d726131a2,2020-03-28T20:00:00Z,128,183,78,0,0,51,3,54
20200328,VT,211,2163,,,18,,,,,,12,c4dd9a32d13de7b333e865045392f2a7c4d32f68,2020-03-28T20:00:00Z,2374,2374,50,2,0,86,27,113
20200328,WA,3723,49015,,,254,,,,,,175,b3f2afcc1c348f8f0c70713da0523a9adc2d9e74,2020-03-28T20:00:00Z,52738,52738,53,28,0,5842,516,6358
20200328,WI,989,15232,,,,,,,,,13,5b9c55434457992559d546a1ef63a1718f647f5e,2020-03-28T20:00:00Z,16221,16221,55,0,0,2092,147,2239
20200328,WV,96,2331,6,,1,,,,,,0,756a0ad20a45f4a9f359722edfc072483af0ee20,2020-03-28T20:00:00Z,2427,2433,54,0,0,552,20,572
20200328,WY,82,1475,,,14,,,,,18,0,f4753cb0ca52f9f5b50ca35d4656d29e9761ee1e,2020-03-28T20:00:00Z,1557,1557,56,0,0,264,12,276
20200327,AK,69,2319,13,,3,,,,,,1,10774cb7084a97965d7d50b4d0831d53dbea0a11,2020-03-27T20:00:00Z,2388,2401,02,0,0,518,10,528
20200327,AL,587,4184,,,,,,,,,3,bcb997c30e78bec77da90af880eff6b2360dc104,2020-03-27T20:00:00Z,4771,4771,01,2,0,591,81,672
20200327,AR,381,1545,0,48,48,,,17,17,19,3,df27b68ed9fed362e784e343d86df1cd142eedeb,2020-03-27T20:00:00Z,1926,1926,05,0,0,41,46,87
20200327,AS,0,,0,,,,,,,,0,addb444563439fdbb9eb9e465e0377319dfbec9b,2020-03-27T20:00:00Z,0,0,60,0,0,0,0,0
20200327,AZ,736,7455,30,,,,,,,,13,c1ee91c8a5f6f234c1e2309d4e8d476b54cde447,2020-03-27T20:00:00Z,8191,8221,04,5,0,7108,159,7267
20200327,CA,3879,17380,57400,746,746,200,200,,,,78,b481618868e49f874ad28e379a4fef65f9547bd0,2020-03-27T20:00:00Z,21259,78659,06,13,0,0,873,873
20200327,CO,1430,8692,,,184,,,,,,24,7371c85944e3478cd378db9ce9ac76550e656642,2020-03-27T20:00:00Z,10122,10122,08,5,0,1714,344,2058
20200327,CT,1291,7109,,,173,,,,,,27,16638b9a6cd14852e85c54e4546e7353d3c443ed,2020-03-27T20:00:00Z,8400,8400,09,6,0,1484,279,1763
20200327,DC,267,1897,2,,,,,,,49,3,e7d0e65b1796f87a4d8b4194a8c6ec2926299aeb,2020-03-27T20:00:00Z,2164,2166,11,0,0,271,36,307
20200327,DE,163,36,,,15,,,,,9,2,cf4810e6436a62282ec9269cfb4d6e994e05d0bf,2020-03-27T20:00:00Z,199,199,10,1,0,0,33,33
20200327,FL,2765,28186,1517,,456,,,,,,34,4f571446daf90b2a053df65b3213b354830d08a7,2020-03-27T20:00:00Z,30951,32468,12,6,0,4445,410,4855
20200327,GA,2001,7864,,,566,,,,,,64,3b35224f117d7ea619f250b9565b7d23ea29d3da,2020-03-27T20:00:00Z,9865,9865,13,16,0,463,476,939
20200327,GU,51,299,,,11,,,,,,1,0bdcedb786c9af13ed84ef760e532d75a857d6b3,2020-03-27T20:00:00Z,350,350,66,0,0,36,6,42
20200327,HI,106,4357,3,,7,,,,,,,51f23ed7a7c355295a76c68ec2d53cee7ecaa74f,2020-03-27T20:00:00Z,4463,4466,15,0,0,0,11,11
20200327,IA,235,3740,,32,50,,,,,18,3,2befd381b95b1eba1a29e91c40bb0efeb1b5b36d,2020-03-27T20:00:00Z,3975,3975,19,2,0,1162,56,1218
20200327,ID,189,2668,,,,,,,,,3,f53d42867234aeca15d9e6f23a9f1a185ef64bd7,2020-03-27T20:00:00Z,2857,2857,16,3,0,603,66,669
20200327,IL,3026,18516,,,,,,,,,34,66951e29801c83388552588f899016d69c9a9d30,2020-03-27T20:00:00Z,21542,21542,17,8,0,4423,488,4911
20200327,IN,981,5955,,,,,,,,,24,863131efb617b69cab2995c61175cdf1f03ad1e0,2020-03-27T20:00:00Z,6936,6936,18,7,0,1949,336,2285
20200327,KS,202,3229,,,27,,,,,,4,382b497fd1db2861ccc14e03870addfb12f02804,2020-03-27T20:00:00Z,3431,3431,20,1,0,360,34,394
20200327,KY,248,3768,,,,,,,,,6,b8487fe6b388a9c3f5b574d29ae34b73d402de67,2020-03-27T20:00:00Z,4016,4016,21,2,0,666,50,716
20200327,LA,2746,18613,,,773,,,,270,,119,0b841f51ad3ffc10c5f3ce1ffb84f53f41db9fa4,2020-03-27T20:00:00Z,21359,21359,22,36,0,2889,441,3330
20200327,MA,3240,26131,,,219,,,,,,35,0e64b3266da8bf647b9e228dd9e6c48704ee53b9,2020-03-27T20:00:00Z,29371,29371,25,10,0,4927,823,5750
20200327,MD,774,94,,,173,,,,,25,5,7c48b8bb8eda1afb8de4c8460aef6cf60687b43a,2020-03-27T20:00:00Z,868,868,24,1,0,0,194,194
20200327,ME,168,3394,,,,,,,,24,1,e06538fd27544baa8b319ec1ba50c2c208f77462,2020-03-27T20:00:00Z,3562,3562,23,1,0,0,13,13
20200327,MI,3657,6550,,,,,,,,,92,79cc78263eeecaa3987cd40c5396a1e35a470f03,2020-03-27T20:00:00Z,10207,10207,26,32,0,0,801,801
20200327,MN,398,13605,,34,51,,17,,,180,4,af0ba6428deff5dac056677893ab02a31f069396,2020-03-27T20:00:00Z,14003,14003,27,2,0,1001,52,1053
20200327,MO,669,369,,,,,,,,,8,78939c4dc916120b5ab2a547ab9e64ade833d698,2020-03-27T20:00:00Z,1038,1038,29,0,0,0,167,167
20200327,MP,0,,,,,,,,,,0,c72f58423b5094f92aff0a255c9af5ae653c3c0a,2020-03-27T20:00:00Z,0,0,69,0,0,0,0,0
20200327,MS,579,2560,,,185,,,,,,8,b5b2e3d2f3ab9ebae0885c2356f98030ce2af62e,2020-03-27T20:00:00Z,3139,3139,28,2,0,269,94,363
20200327,MT,108,2590,,,7,,,,,,,48144ca73123bce336bd528cecb0e46d4dda941f,2020-03-27T20:00:00Z,2698,2698,30,0,0,462,37,499
20200327,NC,763,14373,,77,77,,,,,,3,cf54cd549187035ffd90910535745ce34960e09f,2020-03-27T20:00:00Z,15136,15136,37,1,0,2099,127,2226
20200327,ND,65,2427,,,13,,,,,15,0,5eb393756ddcf61c6789660188eff3b377198675,2020-03-27T20:00:00Z,2492,2492,38,0,0,388,13,401
20200327,NE,85,1761,,,,,,,,,0,e5876723ef4efab1c1d81e4f98e18bd976c6390e,2020-03-27T20:00:00Z,1846,1846,31,0,0,177,12,189
20200327,NH,158,3395,592,,25,,,,,,1,21028e3b2f4995ad41be3ea2b8b20eecbb1938bd,2020-03-27T20:00:00Z,3553,4145,33,0,0,394,21,415
20200327,NJ,8825,16547,,,,,,,,,108,442354caef21e8b33fc107148f7c42d1fb3216d9,2020-03-27T20:00:00Z,25372,25372,34,27,0,2886,1949,4835
20200327,NM,136,8377,,,,,,,,,1,700ca37805448af8927102b83be37b834b4f7edb,2020-03-27T20:00:00Z,8513,8513,35,0,0,696,24,720
20200327,NV,535,6161,,,,,,,,,10,52625a12e935c2f229eef195857234ed94f143f7,2020-03-27T20:00:00Z,6696,6696,32,0,0,1464,115,1579
20200327,NY,44635,101118,,6481,8526,1583,1583,,,2045,519,b6c3316c1545e3d761d89ef0e46e483825fda72c,2020-03-27T20:00:00Z,145753,145753,36,134,0,16272,7377,23649
20200327,OH,1137,19012,,,276,,107,,,,19,322704ebbd7752b857344c10582f378e7d7d1e79,2020-03-27T20:00:00Z,20149,20149,39,4,0,2563,270,2833
20200327,OK,322,1084,,,105,,,,,,8,a29635d3a10494d7dd58eb6a00b5c9e4dd228295,2020-03-27T20:00:00Z,1406,1406,40,1,0,126,74,200
20200327,OR,414,8510,,91,102,,,31,31,,12,6d81214736756935de75d2c75eb4276cddb69b8f,2020-03-27T20:00:00Z,8924,8924,41,1,0,1557,87,1644
20200327,PA,2218,21016,,,551,,,,,,22,b17e044edebfc91c533b8c0d76cca758760fcf06,2020-03-27T20:00:00Z,23234,23234,42,6,0,4575,531,5106
20200327,PR,79,519,334,,,,,,,,3,a16c335a6b28583c6dc1a29eb0dedbbbfefaf6d1,2020-03-27T20:00:00Z,598,932,72,1,0,142,15,157
20200327,RI,165,1366,138,23,23,9,9,6,6,,,97732239d90e045db566f86a36e9981f43f7fadd,2020-03-27T20:00:00Z,1531,1669,44,0,0,27,0,27
20200327,SC,456,2307,,,109,,,,,,9,4c4031b5f5082dbf87a3b0f8b832086ba315940e,2020-03-27T20:00:00Z,2763,2763,45,0,0,0,0,0
20200327,SD,58,2387,20,,,,,,,21,1,a1aae6a9c3e4c9d2ba3c829df418e71ef189b4c4,2020-03-27T20:00:00Z,2445,2465,46,0,0,414,12,426
20200327,TN,1203,14888,,,103,,,,,,6,e0cfd34c83da77fdae07831b919ab0305f2bc8aa,2020-03-27T20:00:00Z,16091,16091,47,3,0,936,246,1182
20200327,TX,1731,21935,,,,,,,,,23,24b504df8336f70850d31c1970d32840c6483d2a,2020-03-27T20:00:00Z,23666,23666,48,5,0,1907,335,2242
20200327,UT,480,8764,,,,,,,,,2,d7ad97d815d73755ac1305791147e17a45f65fc7,2020-03-27T20:00:00Z,9244,9244,49,1,0,1456,78,1534
20200327,VA,604,6733,,,83,,,,,,14,5aba69e62b1f47618cd8dcb5bfc019f43d810e33,2020-03-27T20:00:00Z,7337,7337,51,1,0,1004,144,1148
20200327,VI,19,55,2,,,,,,,,0,8dea441ef03917602e9d0d1fb527204c04086abc,2020-03-27T20:00:00Z,74,76,78,0,0,0,2,2
20200327,VT,184,2077,,,18,,,,,,10,00d1de7c7dd97075a5bc24f2e73e7f5d97546d82,2020-03-27T20:00:00Z,2261,2261,50,1,0,227,26,253
20200327,WA,3207,43173,,,,,,,,,147,4f53c38632b21b920be33e5b7483cf6bef41202a,2020-03-27T20:00:00Z,46380,46380,53,15,0,11461,627,12088
20200327,WI,842,13140,,,,,,,,,13,d0e2e24c3ca8b838e7d10cf787a4707e6fb5d521,2020-03-27T20:00:00Z,13982,13982,55,5,0,1557,135,1692
20200327,WV,76,1779,43,,1,,,,,,0,a0cfd35b52d377a18d47d65336badc5080188d6e,2020-03-27T20:00:00Z,1855,1898,54,0,0,748,25,773
20200327,WY,70,1211,,,11,,,,,17,0,3e7a8888005c94329175ce674c304116a4801424,2020-03-27T20:00:00Z,1281,1281,56,0,0,159,17,176
20200326,AK,59,1801,,,3,,,,,,1,9e0c71b852bf3b9d572100defaf4566d23301aa7,2020-03-26T20:00:00Z,1860,1860,02,0,0,152,17,169
20200326,AL,506,3593,,,,,,,,,1,bc9c295a3583bdaa8138a5348690c2c4c8acd98e,2020-03-26T20:00:00Z,4099,4099,01,1,0,1064,223,1287
20200326,AR,335,1504,0,,41,,,13,13,13,3,ea2022d6ed1d785bb87166a22a6e2939905a5008,2020-03-26T20:00:00Z,1839,1839,05,1,0,67,55,122
20200326,AS,0,,,,,,,,,,0,08e22c0f174e51725df51329557f72a99bc19034,2020-03-26T20:00:00Z,0,0,60,0,0,0,0,0
20200326,AZ,577,347,33,,66,,22,,,,8,e6ed9b79909582e88b218ba37b9933d6c44806f3,2020-03-26T20:00:00Z,924,957,04,2,0,24,127,151
20200326,CA,3006,17380,57400,,,,,,,,65,01dfa05ae127f1f1db4a0be3f4210aa00717364c,2020-03-26T20:00:00Z,20386,77786,06,12,0,1459,651,2110
20200326,CO,1086,6978,,,148,,,,,,19,4397fa67a849d2a7fb2f62cb293585e6e9b3f6d1,2020-03-26T20:00:00Z,8064,8064,08,8,0,189,174,363
20200326,CT,1012,5625,,,125,,,,,,21,beff47e17b7cf13be2c7cc8d63292f5524bed0e3,2020-03-26T20:00:00Z,6637,6637,09,2,0,602,137,739
20200326,DC,231,1626,1,,,,,,,21,3,9344b8220b8ba7692b45929fbd0d296e623e724a,2020-03-26T20:00:00Z,1857,1858,11,1,0,203,48,251
20200326,DE,130,36,,,13,,,,,4,1,34af4cfe01edff5f7ab1f7bba9d4dba152175eba,2020-03-26T20:00:00Z,166,166,10,1,0,0,15,15
20200326,FL,2355,23741,1443,,406,,,,,,28,db1ecc071dbd69255c676f9d044d356eb5d62869,2020-03-26T20:00:00Z,26096,27539,12,6,0,8367,673,9040
20200326,GA,1525,7401,,,473,,,,,,48,8ccd90a659e94555f1b4d7b9cb6edbf0761bd3aa,2020-03-26T20:00:00Z,8926,8926,13,8,0,2469,278,2747
20200326,GU,45,263,,,11,,,,,,1,624629e11317e0486ed526b6b7fb550c1555e412,2020-03-26T20:00:00Z,308,308,66,0,0,30,8,38
20200326,HI,95,4357,,,5,,,,,,,debcfd59ab4d0d5e28ba7554861740a2df81d0b2,2020-03-26T20:00:00Z,4452,4452,15,0,0,0,5,5
20200326,IA,179,2578,,31,46,,,,,15,1,b25701cf3dd92dd4b17aca8fcdee55aefcea9312,2020-03-26T20:00:00Z,2757,2757,19,0,0,0,34,34
20200326,ID,123,2065,,,,,,,,,0,b330f481a64b41835a6c7ff595f309e4761c6a5d,2020-03-26T20:00:00Z,2188,2188,16,0,0,178,50,228
20200326,IL,2538,14093,,,,,,,,,26,a6da6af39dc459a03e2f5ce0e263d714aad324c0,2020-03-26T20:00:00Z,16631,16631,17,7,0,1749,673,2422
20200326,IN,645,4006,,,,,,,,,17,33f9d72d07e5d8fd8dc05a65ec0f9153d545caec,2020-03-26T20:00:00Z,4651,4651,18,3,0,1127,168,1295
20200326,KS,168,2869,,,,,,,,,3,da0a70f296a6628f2db95571be45aa7396c759dc,2020-03-26T20:00:00Z,3037,3037,20,0,0,509,42,551
20200326,KY,198,3102,,,,,,,,,4,142aa8f33570116106d8950da64d1c13888d4925,2020-03-26T20:00:00Z,3300,3300,21,0,0,237,41,278
20200326,LA,2305,15724,,,676,,,,239,,83,5c5a6d318b29fdf2fb6379c2d050f99a57c3c99f,2020-03-26T20:00:00Z,18029,18029,22,18,0,6068,510,6578
20200326,MA,2417,21204,,,219,,,,,,25,1319238a753676de5ace406f20da7c900be75c2f,2020-03-26T20:00:00Z,23621,23621,25,10,0,3248,579,3827
20200326,MD,580,94,,,132,,,,,,4,9f10526b9701ffe9aba09338cdc6ac3626913394,2020-03-26T20:00:00Z,674,674,24,0,0,0,157,157
20200326,ME,155,3394,,,,,,,,16,,ea1fbaa33f6c2cd5d83c210996c17984a3199f26,2020-03-26T20:00:00Z,3549,3549,23,0,0,217,6,223
20200326,MI,2856,6550,,,,,,,,,60,e9007d7caf3e778b5f71f6de6697f01fc56745e8,2020-03-26T20:00:00Z,9406,9406,26,17,0,4481,562,5043
20200326,MN,346,12604,,31,41,,,,,,2,4d27228bbdc4102306b29ab64b5bc096d6877b20,2020-03-26T20:00:00Z,12950,12950,27,1,0,1416,59,1475
20200326,MO,502,369,,,,,,,,,8,40697dc06e389351a3ae6f6ab8c93137b90c7035,2020-03-26T20:00:00Z,871,871,29,0,0,0,146,146
20200326,MP,0,,,,,,,,,,0,1100c7e7a35677186750268b371edbc450ea30b8,2020-03-26T20:00:00Z,0,0,69,0,0,0,0,0
20200326,MS,485,2291,,,150,,,,,,6,5570150e056d80e64999bf38c94750153bd97021,2020-03-26T20:00:00Z,2776,2776,28,4,0,725,108,833
20200326,MT,71,2128,,,1,,,,,,,76a9d2d073f9d96810efc78f711d73f50a18b6a0,2020-03-26T20:00:00Z,2199,2199,30,0,0,180,18,198
20200326,NC,636,12274,,29,29,,,,,,2,6f04aa7307fd5a841f4a33f263bcdf471699f302,2020-03-26T20:00:00Z,12910,12910,37,1,0,2289,132,2421
20200326,ND,52,2039,,,10,,,,,,0,6d38b5739fc2320bad8f3801574e9fdceab259e6,2020-03-26T20:00:00Z,2091,2091,38,0,0,305,13,318
20200326,NE,73,1584,,,,,,,,,0,2fc88c1044c4943a08184a967a13ea175f1be94e,2020-03-26T20:00:00Z,1657,1657,31,0,0,280,12,292
20200326,NH,137,3001,712,,19,,,,,,1,67a0708bfd5d22658ec9652708af15189f996ee4,2020-03-26T20:00:00Z,3138,3850,33,0,0,645,29,674
20200326,NJ,6876,13661,,,,,,,,,81,5e34f4f33e2ccdcfe8cc8a65f69a3ffca355d9ea,2020-03-26T20:00:00Z,20537,20537,34,19,0,3209,2474,5683
20200326,NM,112,7681,,,,,,,,,1,6298908b58f1bb3a894b109b053b1cd7ffbfb915,2020-03-26T20:00:00Z,7793,7793,35,0,0,939,12,951
20200326,NV,420,4697,,,,,,,,,10,ad8a3d8d2047d243fac937fab70d4f00e39ea948,2020-03-26T20:00:00Z,5117,5117,32,4,0,446,99,545
20200326,NY,37258,84846,,5327,6844,1290,1290,,,,385,f75c6936db89e9a800d7455af32356d520c3550e,2020-03-26T20:00:00Z,122104,122104,36,100,0,12178,6447,18625
20200326,OH,867,16449,,,223,,91,,,,15,6129b2fa5c91fc2b92a4e0b00781d7f2ccef620c,2020-03-26T20:00:00Z,17316,17316,39,5,0,2389,163,2552
20200326,OK,248,958,,,86,,,,,,7,fa8c6a3db828aef7943bebaf2c46025f5899f880,2020-03-26T20:00:00Z,1206,1206,40,2,0,153,84,237
20200326,OR,327,6953,,,90,,,,,,11,6b83542a7362d99df1490cd5d9631c68deec3d58,2020-03-26T20:00:00Z,7280,7280,41,3,0,2603,118,2721
20200326,PA,1687,16441,,,,,,,,,16,9bd24cdd5077bd94a59aac5e922fb57ad69520f4,2020-03-26T20:00:00Z,18128,18128,42,5,0,5248,560,5808
20200326,PR,64,377,335,,,,,,,,2,1323ce4ab3b1dc56e85d75fbfaec80835c24bc0b,2020-03-26T20:00:00Z,441,776,72,0,0,60,13,73
20200326,RI,165,1339,181,23,23,9,9,6,6,,,f88b65ca5d9f51ebb042839e127e989f18e32999,2020-03-26T20:00:00Z,1504,1685,44,0,0,196,41,237
20200326,SC,456,2307,,,109,,,,,,9,b886a39dfb593c3a9342248895942ca15cc0276e,2020-03-26T20:00:00Z,2763,2763,45,2,0,4,32,36
20200326,SD,46,1973,125,,,,,,,16,1,661b70769c44eb063479e5cc6bc6e7b2fce1ae08,2020-03-26T20:00:00Z,2019,2144,46,0,0,1154,5,1159
20200326,TN,957,13952,,,76,,,,,,3,cd06392f903ec89d1c39351bcfbf6f65e7816d92,2020-03-26T20:00:00Z,14909,14909,47,0,0,2940,173,3113
20200326,TX,1396,20028,,,,,,,,,18,3c273f4c396fb34d4662ef9ed8a19ff47a8058fe,2020-03-26T20:00:00Z,21424,21424,48,6,0,7508,422,7930
20200326,UT,402,7308,,,,,,,,,1,d38b1653a8ffebcbfd5b433ba7cf7dd21412db7a,2020-03-26T20:00:00Z,7710,7710,49,0,0,817,56,873
20200326,VA,460,5729,,,65,,,,,,13,f0103abe28aba62a466c16a26ddb05e10376942a,2020-03-26T20:00:00Z,6189,6189,51,4,0,750,69,819
20200326,VI,17,55,2,,,,,,,,0,8cf9553f163298cc7d549ca7614a0a5e6bf9d714,2020-03-26T20:00:00Z,72,74,78,0,0,0,0,0
20200326,VT,158,1850,,,,,,,,,9,c6d4560f498aa4b51ef6b389fb01cdd14ddfe35e,2020-03-26T20:00:00Z,2008,2008,50,1,0,261,35,296
20200326,WA,2580,31712,,,,,,,,,132,476b810019faaf137bb9c46521c8fde685c6abf5,2020-03-26T20:00:00Z,34292,34292,53,9,0,0,111,111
20200326,WI,707,11583,,,,,,,,,8,617d9f49be64536bbc753f37881cbdb38315f2a5,2020-03-26T20:00:00Z,12290,12290,55,1,0,1494,122,1616
20200326,WV,51,1031,19,,1,,,,,,0,29b92d5969566d1d577cdb49d5295d8c7ef0b304,2020-03-26T20:00:00Z,1082,1101,54,0,0,272,12,284
20200326,WY,53,1052,,,,,,,,12,,6e5847534e27b552e808eca7200ef0717e265f44,2020-03-26T20:00:00Z,1105,1105,56,0,0,98,9,107
20200325,AK,42,1649,,,1,,,,,,1,4336954e7cbe07832e2ef5a7f3028437a89769fc,2020-03-25T20:00:00Z,1691,1691,02,1,0,663,6,669
20200325,AL,283,2529,,,,,,,,,0,ad47e01e5185c22ea1ede1ff15ce6adeeed642ba,2020-03-25T20:00:00Z,2812,2812,01,0,0,423,68,491
20200325,AR,280,1437,0,,22,,,4,4,11,2,a3668ac2dc103d65a938332971d5b8751639b3f9,2020-03-25T20:00:00Z,1717,1717,05,2,0,490,62,552
20200325,AS,0,,,,,,,,,,0,1b15cd6e4e77867f32d49eab53939ada4eb64789,2020-03-25T20:00:00Z,0,0,60,0,0,0,0,0
20200325,AZ,450,323,53,,8,,,,,,6,21cd495487d6ff0ab028dcc222a73209a58199b9,2020-03-25T20:00:00Z,773,826,04,1,0,10,93,103
20200325,CA,2355,15921,48600,,,,,,,,53,a32413e1203c13b6187167d03bb2e35070176e11,2020-03-25T20:00:00Z,18276,66876,06,13,0,2469,253,2722
20200325,CO,912,6789,,,84,,,,,,11,c2a326761eced39c3103a6bb73ac2e62ba50b7b5,2020-03-25T20:00:00Z,7701,7701,08,4,0,1285,192,1477
20200325,CT,875,5023,,,113,,,,,,19,13b9bdb1f47290c0b630fcec277c619d9b02f085,2020-03-25T20:00:00Z,5898,5898,09,7,0,341,257,598
20200325,DC,183,1423,3,,,,,,,,2,9956d6dd74cfb5138444e35f2bb0f8163f458372,2020-03-25T20:00:00Z,1606,1609,11,0,0,228,46,274
20200325,DE,115,36,,,11,,,,,,0,80237ad9342e54bc9b45c7459cffb65752695d6f,2020-03-25T20:00:00Z,151,151,10,0,0,0,24,24
20200325,FL,1682,15374,1233,,316,,,,,,22,8eb8f2be143798d3ac7c584ed8d032ed9d4e1465,2020-03-25T20:00:00Z,17056,18289,12,4,0,2247,270,2517
20200325,GA,1247,4932,,,394,,,,,,40,88d0735c9d56de97670c7d43587b6191fa2995ff,2020-03-25T20:00:00Z,6179,6179,13,8,0,474,221,695
20200325,GU,37,233,,,10,,,,,,1,5177553cad3c382ef58fdfc2db66d6b0af1edf6f,2020-03-25T20:00:00Z,270,270,66,0,0,32,5,37
20200325,HI,90,4357,,2,6,,,,,,1,1c8dcd8399792abfbe394370cec8ff7c350f1f15,2020-03-25T20:00:00Z,4447,4447,15,0,0,768,13,781
20200325,IA,145,2578,,23,36,,,,,,1,dc4eef0f7b0a030921a6f756770e61280f36cf9c,2020-03-25T20:00:00Z,2723,2723,19,1,0,263,21,284
20200325,ID,73,1887,,,,,,,,,0,39d68912b310c577b0fcf855385ba981e8604753,2020-03-25T20:00:00Z,1960,1960,16,0,0,0,23,23
20200325,IL,1865,12344,,,,,,,,,19,176bb9aa69885b37e2628e5aec42eac901e406e4,2020-03-25T20:00:00Z,14209,14209,17,3,0,2410,330,2740
20200325,IN,477,2879,,,1,,,,,,14,7cfeddf412485a5b55cf72164675872c7ae59a25,2020-03-25T20:00:00Z,3356,3356,18,2,0,313,112,425
20200325,KS,126,2360,,,,,,,,,3,5a24038a1a95ae782a9b93419d1cc60ed76dc005,2020-03-25T20:00:00Z,2486,2486,20,1,0,274,28,302
20200325,KY,157,2865,,,,,,,,,4,3a57d1d2581d62530ffb939f4e7d6bd429a70cfc,2020-03-25T20:00:00Z,3022,3022,21,0,0,1123,33,1156
20200325,LA,1795,9656,,,491,,,,163,,65,958d9f0b6e0ecfe8ea1bccb1fee9a4bac6758c80,2020-03-25T20:00:00Z,11451,11451,22,19,0,2441,407,2848
20200325,MA,1838,17956,,,103,,,,,,15,3b434231d5967a9b450c04d0acf792e3b6cd5a94,2020-03-25T20:00:00Z,19794,19794,25,4,0,5366,679,6045
20200325,MD,423,94,,,,,,,,,4,a6c2bf85a48fb606e2a2a7a9e74c9fb1e64016f8,2020-03-25T20:00:00Z,517,517,24,1,0,0,74,74
20200325,ME,149,3177,,,,,,,,7,,3ba3fca2b9a45bd05dae552134cb487ebc437fda,2020-03-25T20:00:00Z,3326,3326,23,0,0,163,24,187
20200325,MI,2294,2069,,,,,,,,,43,0fe44ae617e06056b53b33796193d4c23b15a1b8,2020-03-25T20:00:00Z,4363,4363,26,19,0,0,503,503
20200325,MN,287,11188,,26,35,,,,,122,1,1dedd95dc303462544052eaab05513f33a023e27,2020-03-25T20:00:00Z,11475,11475,27,0,0,5638,25,5663
20200325,MO,356,369,,,,,,,,,8,1f6847c26323aa0d36508b7b1b5db121a41ff735,2020-03-25T20:00:00Z,725,725,29,5,0,0,173,173
20200325,MP,0,,,,,,,,,,0,80b13bd80ca769dc953667516fcdd7878252d861,2020-03-25T20:00:00Z,0,0,69,0,0,0,0,0
20200325,MS,377,1566,,,117,,,,,,2,6250c81742b920796128bd504fbcb30ec90be144,2020-03-25T20:00:00Z,1943,1943,28,1,0,14,57,71
20200325,MT,53,1948,,,,,,,,,,0b0e2c3451b2d558afd12f96e9947808b3ae8b17,2020-03-25T20:00:00Z,2001,2001,30,0,0,305,7,312
20200325,NC,504,9985,,29,29,,,,,,1,1eceb22d7fafb17032072e4137ba7c761e634fd0,2020-03-25T20:00:00Z,10489,10489,37,1,0,1844,106,1950
20200325,ND,39,1734,,,8,,,,,,0,2786e5f865491f3765a17fb84c132efa8458ccb4,2020-03-25T20:00:00Z,1773,1773,38,0,0,280,5,285
20200325,NE,61,1304,,,,,,,,,0,6b10cd95534082228c0e9aebce0cc0aa3bd17412,2020-03-25T20:00:00Z,1365,1365,31,0,0,329,9,338
20200325,NH,108,2356,804,,13,,,,,,1,d9eb77a2905bb409e27ad59831fd24a9def81862,2020-03-25T20:00:00Z,2464,3268,33,0,0,909,7,916
20200325,NJ,4402,10452,,,,,,,,,62,6e8ccb05efe5248f80079b59ce0d3a5274024d3b,2020-03-25T20:00:00Z,14854,14854,34,18,0,2127,727,2854
20200325,NM,100,6742,,,,,,,,,1,6bf31ca7a98696d640769575ddeaf979fd91d71f,2020-03-25T20:00:00Z,6842,6842,35,1,0,852,17,869
20200325,NV,321,4251,0,,,,,,,,6,4c0ba7483bde46b5c3f53f0d303b7cd156a6bc78,2020-03-25T20:00:00Z,4572,4572,32,2,0,297,43,340
20200325,NY,30811,72668,,,3805,,,,,,285,c23b95e70ada7a80b715d618f076ea525d446f93,2020-03-25T20:00:00Z,103479,103479,36,75,0,7063,5146,12209
20200325,OH,704,14060,,,182,,74,,,,10,5e4ae4b471a3f24a278c07111782db4285342981,2020-03-25T20:00:00Z,14764,14764,39,2,0,13920,140,14060
