date,state,positive,negative,pending,currentlyHospitalized,cumulativeHospitalized,currentlyInIcu,cumulativeInIcu,currentlyOnVentilator,cumulativeOnVentilator,recovered,death,hash,dateChecked,totalTestResults,total,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
20200325,OK,164,805,,,59,,,,,,5,05693cb43f78b2ce9063334be41738e4f0bd43b9,2020-03-25T20:00:00Z,969,969,40,2,0,70,58,128
20200325,OR,209,4350,,,61,,,,,,8,1db1a748f6ab306c58006ffa2659b4ce5391df72,2020-03-25T20:00:00Z,4559,4559,41,0,0,0,0,0
20200325,PA,1127,11193,,,,,,,,,11,dc00a980ea43ab7cd8d2bf31eee0c7dcde030850,2020-03-25T20:00:00Z,12320,12320,42,4,0,2550,276,2826
20200325,PR,51,317,70,,,,,,,,2,90d06e1bd00e64bb60d4ea563e86440a5de59771,2020-03-25T20:00:00Z,368,438,72,0,0,49,12,61
20200325,RI,124,1143,196,16,16,,,,,,,5eb131d9960abcce4355fd331cdbef835b5fed22,2020-03-25T20:00:00Z,1267,1463,44,0,0,23,18,41
20200325,SC,424,2303,,,102,,,,,,7,f7ef6792dd8cf5b454c59cfda3246402dcc5ac03,2020-03-25T20:00:00Z,2727,2727,45,2,0,291,126,417
20200325,SD,41,819,268,,,,,,,,1,d7ff136768ceeb8c5b8836db14e4bcf4cb0fd1c9,2020-03-25T20:00:00Z,860,1128,46,0,0,29,11,40
20200325,TN,784,11012,,,53,,,,,,3,54411c6184f86a75040a78648af2fc9a38a0099f,2020-03-25T20:00:00Z,11796,11796,47,1,0,495,117,612
20200325,TX,974,12520,,,,,,,,,12,018ca743d758b69ad14e773b1040434245117f97,2020-03-25T20:00:00Z,13494,13494,48,3,0,1763,564,2327
20200325,UT,346,6491,,,,,,,,,1,a538a12f67eee20b661df6f5a76b7cd3e8782ed4,2020-03-25T20:00:00Z,6837,6837,49,0,0,967,47,1014
20200325,VA,391,4979,,,59,,,,,,9,d2d44fd37e13e6e7ee42a04825961e7aa09b0886,2020-03-25T20:00:00Z,5370,5370,51,2,0,799,101,900
20200325,VI,17,55,2,,,,,,,,0,0bda8ff3ecf379708754ce93a185ed9eb8c62384,2020-03-25T20:00:00Z,72,74,78,0,0,55,0,55
20200325,VT,123,1589,,,,,,,,,8,2d7fcbdbfcde1761e72e79d85519f5d0c0df437a,2020-03-25T20:00:00Z,1712,1712,50,1,0,149,28,177
20200325,WA,2469,31712,,,,,,,,,123,0e831d01e4d19662715489393bcb4298137716cb,2020-03-25T20:00:00Z,34181,34181,53,13,0,0,248,248
20200325,WI,585,10089,,,,,,,,,7,a5fdbf019d106d9bee8b445a529a863220545aeb,2020-03-25T20:00:00Z,10674,10674,55,2,0,1852,128,1980
20200325,WV,39,759,6,,1,,,,,,0,121a1b08339ff744c29207fed656af7773626de1,2020-03-25T20:00:00Z,798,804,54,0,0,149,19,168
20200325,WY,44,954,,,,,,,,7,,4831c1c4b56150e11c52d373add5774514cdb350,2020-03-25T20:00:00Z,998,998,56,0,0,244,15,259
20200324,AK,36,986,,,0,,,,,,,f4bf477640e60114b0c8ea9e6085e4f025bec715,2020-03-24T20:00:00Z,1022,1022,02,0,0,40,14,54
20200324,AL,215,2106,,,,,,,,,0,003b474979e93c50401090b412c4fbc3c5e99c72,2020-03-24T20:00:00Z,2321,2321,01,0,0,441,48,489
20200324,AR,218,947,0,,22,,,,,,0,53fa9fbab15e328b6f46f22669aa70bea49655b8,2020-03-24T20:00:00Z,1165,1165,05,0,0,41,44,85
20200324,AS,0,,,,,,,,,,0,361057b5e53536034eb118ac2246400ac244e122,2020-03-24T20:00:00Z,0,0,60,0,0,0,0,0
20200324,AZ,357,313,22,,8,,,,,,5,1af7c8e9e89da0239cbb715a55bf8e746707c1ba,2020-03-24T20:00:00Z,670,692,04,3,0,4,92,96
20200324,CA,2102,13452,12100,,,,,,,,40,5d0329fda122ec7820d3b53fec34c4ce146d260e,2020-03-24T20:00:00Z,15554,27654,06,13,0,885,369,1254
20200324,CO,720,5504,,,72,,,,,,7,c0f41124b30f9711855fa4977c818c6225a4ab96,2020-03-24T20:00:00Z,6224,6224,08,1,0,659,129,788
20200324,CT,618,4682,,,71,,,,,,12,5e5282a549a1419dd4846005da528fdcb9b5ad07,2020-03-24T20:00:00Z,5300,5300,09,2,0,597,203,800
20200324,DC,137,1195,2,,,,,,,,2,90c3c36f3d5edd689b8cc19138aa87f65d57b854,2020-03-24T20:00:00Z,1332,1334,11,0,0,82,21,103
20200324,DE,91,36,,,0,,,,,,0,e67b9d4b11635ef9ca87f2a53968e1d062ed8e67,2020-03-24T20:00:00Z,127,127,10,0,0,0,23,23
20200324,FL,1412,13127,1008,,259,,,,,,18,5b01c25de34e81e477372f936d89af9bbafc0316,2020-03-24T20:00:00Z,14539,15547,12,4,0,2064,241,2305
20200324,GA,1026,4458,,,,,,,,,32,4773e989008a638e38db8377a2a642b4d2b79d0a,2020-03-24T20:00:00Z,5484,5484,13,7,0,161,254,415
20200324,GU,32,201,,,5,,,,,,1,2345ac0cf48172e3b14f264004a7de17b2eb3b1e,2020-03-24T20:00:00Z,233,233,66,0,0,40,3,43
20200324,HI,77,3589,,,4,,,,,,1,4cea4602c81c9bd76f776afa6f845f71bce97964,2020-03-24T20:00:00Z,3666,3666,15,1,0,634,21,655
20200324,IA,124,2315,,,27,,,,,,,fee0943b0eb34115ff8363e3abb9be7c1d950f92,2020-03-24T20:00:00Z,2439,2439,19,0,0,272,19,291
20200324,ID,50,1887,,,,,,,,,0,f5f0d6549b9224c70d07b08c4e566a16583bf336,2020-03-24T20:00:00Z,1937,1937,16,0,0,578,3,581
20200324,IL,1535,9934,,,,,,,,,16,4b6e93c6a16f5b5eeacaa232e52d6824adc03f7e,2020-03-24T20:00:00Z,11469,11469,17,4,0,1351,262,1613
20200324,IN,365,2566,,,1,,,,,,12,ae3e7acf669c038eb703d484108a2a23501560a3,2020-03-24T20:00:00Z,2931,2931,18,5,0,865,106,971
20200324,KS,98,2086,,,,,,,,,2,efbf08aab981ad437959a83e0a1940c6419f9050,2020-03-24T20:00:00Z,2184,2184,20,0,0,1669,16,1685
20200324,KY,124,1742,,,,,,,,,4,d6c3962fdc23287fd6526a2e17ac5ff7e903c5bb,2020-03-24T20:00:00Z,1866,1866,21,1,0,-20,20,0
20200324,LA,1388,7215,,,271,,,,,,46,f886ff57d6fcdba6a17e6b20013bf8e17abd48dd,2020-03-24T20:00:00Z,8603,8603,22,12,0,2439,216,2655
20200324,MA,1159,12590,,,94,,,,,,11,a104a5670a387d00459566e4c1d0e289aa8e7c0c,2020-03-24T20:00:00Z,13749,13749,25,2,0,4445,382,4827
20200324,MD,349,94,,,,,,,,,3,81480b06b614dde9d97605f458b2c0145f01ca74,2020-03-24T20:00:00Z,443,443,24,0,0,0,61,61
20200324,ME,125,3014,,,,,,,,,,f2259c1ebed29fce0f4b22659c8c14bb7cdb3969,2020-03-24T20:00:00Z,3139,3139,23,0,0,223,18,241
20200324,MI,1791,2069,,,,,,,,,24,8e08ce9ca593f438a45f61d1e837d6fc686766c4,2020-03-24T20:00:00Z,3860,3860,26,9,0,0,463,463
20200324,MN,262,5550,,,21,,,,,,1,205b2a8feda2abb075d0fe7b2dbb3908ebc529a5,2020-03-24T20:00:00Z,5812,5812,27,0,0,1039,27,1066
20200324,MO,183,369,,,,,,,,,3,fd16199e8239d423cb2ef861ee35178026d2778f,2020-03-24T20:00:00Z,552,552,29,0,0,0,0,0
20200324,MP,0,,,,,,,,,,0,40fcb6bfcd8f271a1da0132ffa7fcf32fe9c3fd8,2020-03-24T20:00:00Z,0,0,69,0,0,0,0,0
20200324,MS,320,1552,,,86,,,,,,1,35bcebba174c3873f6a42438a4a904d108a22d25,2020-03-24T20:00:00Z,1872,1872,28,0,0,409,71,480
20200324,MT,46,1643,,,,,,,,,,e93117fa8bd04b6f9dd416a12dfb62d8f690e0f7,2020-03-24T20:00:00Z,1689,1689,30,0,0,497,12,509
20200324,NC,398,8141,,,,,,,,,0,ad0128630b29dcb1d2649a7a5c4f7c21fea5286e,2020-03-24T20:00:00Z,8539,8539,37,0,0,0,101,101
20200324,ND,34,1454,,,5,,,,,,0,f95ece13b3d2f5fdd77c873c5e2f4cd33f90a5e4,2020-03-24T20:00:00Z,1488,1488,38,0,0,101,4,105
20200324,NE,52,975,,,,,,,,,0,3c5b70d17d5ddf3b0bc2fb6e40eb956c349939c7,2020-03-24T20:00:00Z,1027,1027,31,0,0,619,2,621
20200324,NH,101,1447,869,,11,,,,,,1,bf316299ade9dee0fb8f716b062bbea132439bb8,2020-03-24T20:00:00Z,1548,2417,33,1,0,73,23,96
20200324,NJ,3675,8325,45,,,,,,,,44,caf893506a70d01ed308264e0f5e5ba04baff7b1,2020-03-24T20:00:00Z,12000,12045,34,17,0,7966,831,8797
20200324,NM,83,5890,,,,,,,,,,2f33c3a83cf489bfaa34b3d79474f2519b7bcac6,2020-03-24T20:00:00Z,5973,5973,35,0,0,569,18,587
20200324,NV,278,3954,0,,,,,,,,4,5442da557d7eebc6300bb438cf52b3695b5f7427,2020-03-24T20:00:00Z,4232,4232,32,0,0,464,33,497
20200324,NY,25665,65605,,,3234,,,,,,210,66076cebbf200e8814029b2b3baa86930f04d6eb,2020-03-24T20:00:00Z,91270,91270,36,96,0,8191,4790,12981
20200324,OH,564,140,,,145,,,,,,8,ea9f38e161a8a815271bb6fe1e605ffe89e1f261,2020-03-24T20:00:00Z,704,704,39,2,0,0,122,122
20200324,OK,106,735,,,25,,,,,,3,cb54ef2b17e27e271f5911b79a853d929cf0571f,2020-03-24T20:00:00Z,841,841,40,1,0,41,25,66
20200324,OR,209,4350,,,61,,,,,,8,a448636585cb5fd94716ecad78e8f49730cdd25f,2020-03-24T20:00:00Z,4559,4559,41,3,0,701,18,719
20200324,PA,851,8643,,,,,,,,,7,8ab12708b324b399b4709697344e3fee0a8671b0,2020-03-24T20:00:00Z,9494,9494,42,1,0,2048,207,2255
20200324,PR,39,268,42,,,,,,,,2,811474edc913bc85a814a1924ba4bb7e3de03913,2020-03-24T20:00:00Z,307,349,72,0,0,79,8,87
20200324,RI,106,1120,77,,,,,,,,,3c6a2888020a0ea02c7c3424de19654d2206e4bf,2020-03-24T20:00:00Z,1226,1303,44,0,0,188,0,188
20200324,SC,298,2012,,,,,,,,,5,534139095a3babd7ccfef69a28e081eed0001655,2020-03-24T20:00:00Z,2310,2310,45,0,0,546,-1,545
20200324,SD,30,790,268,,,,,,,,1,330b0ec71027d7599896d10f45603735d8ae6cbb,2020-03-24T20:00:00Z,820,1088,46,0,0,28,2,30
20200324,TN,667,10517,,,,,,,,,2,50b699581c51ca6849df90fa643d46b642715a20,2020-03-24T20:00:00Z,11184,11184,47,0,0,7245,52,7297
20200324,TX,410,10757,,,,,,,,,9,be799ca1bf565e8ae59f72ae47452b72c12e7d4b,2020-03-24T20:00:00Z,11167,11167,48,1,0,1054,58,1112
20200324,UT,299,5524,,,,,,,,,1,b533863c887deb78700c5531fd60794d42d1a3c9,2020-03-24T20:00:00Z,5823,5823,49,0,0,734,42,776
20200324,VA,290,4180,,,45,,,,,,7,3ec708597885a40952180fad4c072bc98329a80b,2020-03-24T20:00:00Z,4470,4470,51,1,0,737,36,773
20200324,VI,17,,,,,,,,,,0,f29b9b697d4e369afbcfec4d95757773fac2ad8d,2020-03-24T20:00:00Z,17,17,78,0,0,0,0,0
20200324,VT,95,1440,,,,,,,,,7,6b843fd2babadb95abccad7dcd14bccea4060f85,2020-03-24T20:00:00Z,1535,1535,50,2,0,334,20,354
20200324,WA,2221,31712,,,,,,,,,110,85b3d94c56773fc95f6945c754edd73641440ba5,2020-03-24T20:00:00Z,33933,33933,53,15,0,2833,225,3058
20200324,WI,457,8237,,,,,,,,,5,86a285be5ee709d49ecfef0df396d6295d20bc88,2020-03-24T20:00:00Z,8694,8694,55,0,0,1187,41,1228
20200324,WV,20,610,0,,1,,,,,,0,39fb5d3ed6f576022cc86fc542636dab30704c45,2020-03-24T20:00:00Z,630,630,54,0,0,166,4,170
20200324,WY,29,710,,,,,,,,,,111e3f46e4d6467d7545f0bdcabd573685908584,2020-03-24T20:00:00Z,739,739,56,0,0,118,3,121
20200323,AK,22,946,,,0,,,,,,,0201060747a196b70a6a2c5b1bb95efa7747a325,2020-03-23T20:00:00Z,968,968,02,0,0,0,0,0
20200323,AL,167,1665,,,,,,,,,0,0195cededde3e9dccaff97bc660d1ef2d6052b44,2020-03-23T20:00:00Z,1832,1832,01,0,0,201,29,230
20200323,AR,174,906,0,,13,,,,,,0,45fef0c54f99bf4408c68c6b36326ec074d1488b,2020-03-23T20:00:00Z,1080,1080,05,0,0,195,9,204
20200323,AS,,,,,,,,,,,0,59f9d7d9628b413ea9c2160b9f9b0f2b3762ea62,2020-03-23T20:00:00Z,0,0,60,0,0,0,0,0
20200323,AZ,265,309,6,,,,,,,,2,78d884e83872ec5469800cfbbca4cc4a7cdb07f7,2020-03-23T20:00:00Z,574,580,04,0,0,27,113,140
20200323,CA,1733,12567,12100,,,,,,,,27,28e880195af1f9a74208338bc7b09dfb6c9b0ace,2020-03-23T20:00:00Z,14300,26400,06,0,0,1263,197,1460
20200323,CO,591,4845,,,58,,,,,,6,a83c9f15c1f44f73ce331dd1ae66cc2a1f48309a,2020-03-23T20:00:00Z,5436,5436,08,1,0,770,116,886
20200323,CT,415,4085,,,54,,,,,,10,6264a29ee629113e3d0bdb562e278b333feb871d,2020-03-23T20:00:00Z,4500,4500,09,5,0,1208,192,1400
20200323,DC,116,1113,,,,,,,,,2,780372437b6b7cea9183936f6ade4e3ed31a6ab6,2020-03-23T20:00:00Z,1229,1229,11,1,0,156,18,174
20200323,DE,68,36,,,0,,,,,,0,d938d7a92a90af0a836b38c4f43aa95693a3d04f,2020-03-23T20:00:00Z,104,104,10,0,0,0,12,12
20200323,FL,1171,11063,860,,217,,,,,,14,512fcf097986588a6f3f0f3291f5ac8a1be90028,2020-03-23T20:00:00Z,12234,13094,12,1,0,3073,341,3414
20200323,GA,772,4297,,,,,,,,,25,d96c1ec44183ab99d9ed4bb9a0d9680bfc146256,2020-03-23T20:00:00Z,5069,5069,13,2,0,877,172,1049
20200323,GU,29,161,,,,,,,,,1,d915d9c8fcf9ab140533752318a9129fe82b7de1,2020-03-23T20:00:00Z,190,190,66,0,0,35,2,37
20200323,HI,56,2955,,,,,,,,,,c2c9af65e8abe51644f3349afc25090dffca2eb5,2020-03-23T20:00:00Z,3011,3011,15,0,0,2692,8,2700
20200323,IA,105,2043,,,,,,,,,,7ae3b16e5bc2a1f1868ac44c5a77c4e3fed09548,2020-03-23T20:00:00Z,2148,2148,19,0,0,828,15,843
20200323,ID,47,1309,,,,,,,,,0,2d627bf3caa4fa79b242e005c29ed88a4ac0f928,2020-03-23T20:00:00Z,1356,1356,16,0,0,134,5,139
20200323,IL,1273,8583,,,,,,,,,12,33aaca4beb745ddedb2aad171382dc925d0cd850,2020-03-23T20:00:00Z,9856,9856,17,3,0,1312,224,1536
20200323,IN,259,1701,,,1,,,,,,7,8b138ee23bb75ea15f897c9f82a1148d383aca5f,2020-03-23T20:00:00Z,1960,1960,18,1,0,408,58,466
20200323,KS,82,417,,,,,,,,,2,85327a0795c44da720018dc10dee43b7222c26c3,2020-03-23T20:00:00Z,499,499,20,0,0,0,18,18
20200323,KY,104,1762,,,,,,,,,3,4866987e7e12e65d9f67883dd100cf1c5ea569f3,2020-03-23T20:00:00Z,1866,1866,21,0,0,290,5,295
20200323,LA,1172,4776,,,,,,,,,34,d26e29b2f826aea71c75116286024f825878e35d,2020-03-23T20:00:00Z,5948,5948,22,14,0,2115,335,2450
20200323,MA,777,8145,,,79,,,,,,9,2050e9263c38966179c220d052dee883f006790e,2020-03-23T20:00:00Z,8922,8922,25,4,0,2686,131,2817
20200323,MD,288,94,,,,,,,,,3,f73327f7b79f7a3d97fd53129ab799969e857d66,2020-03-23T20:00:00Z,382,382,24,0,0,0,44,44
20200323,ME,107,2791,,,,,,,,,,840c34782366f03b1a18990391e1f45f19519f36,2020-03-23T20:00:00Z,2898,2898,23,0,0,527,18,545
20200323,MI,1328,2069,,,,,,,,,15,60e29217f2efb1e487fe806264c4403106570a6a,2020-03-23T20:00:00Z,3397,3397,26,7,0,0,293,293
20200323,MN,235,4511,,,17,,,,,,1,53df7196dbc496b6374099a2d4535c43611cdd05,2020-03-23T20:00:00Z,4746,4746,27,0,0,0,66,66
20200323,MO,183,369,,,,,,,,,3,4a1b69545771968b5702d9eccb588caaf0acb67c,2020-03-23T20:00:00Z,552,552,29,0,0,0,93,93
20200323,MP,0,,,,,,,,,,0,7ee517adca79ebe4cb3896a5f625cd2615094bc2,2020-03-23T20:00:00Z,0,0,69,0,0,0,0,0
20200323,MS,249,1143,,,33,,,,,,1,8ee9bc4915f7c1a3f3da298a02d1f284fc049e57,2020-03-23T20:00:00Z,1392,1392,28,0,0,29,42,71
20200323,MT,34,1146,,,,,,,,,,0014b53f3b07168bfe2d152e9cc97b99db4bb2db,2020-03-23T20:00:00Z,1180,1180,30,0,0,0,3,3
20200323,NC,297,8141,,,,,,,,,0,61eb6121c76d18bed8519a33c6c7b10863c0f8d6,2020-03-23T20:00:00Z,8438,8438,37,0,0,1958,42,2000
20200323,ND,30,1353,,,4,,,,,,0,982db682b5643397d28dd45472f1229963508da5,2020-03-23T20:00:00Z,1383,1383,38,0,0,93,2,95
20200323,NE,50,356,,,,,,,,,0,074657a106db499a4dad41f7fc6ea4f6eae0571c,2020-03-23T20:00:00Z,406,406,31,0,0,0,2,2
20200323,NH,78,1374,889,,,,,,,,,7a1fe757de7485554b2f69611fcec95981f898f4,2020-03-23T20:00:00Z,1452,2341,33,0,0,186,13,199
20200323,NJ,2844,359,94,,,,,,,,27,61727dee116d07f7cbfac2a78cd5c5beaab26f38,2020-03-23T20:00:00Z,3203,3297,34,7,0,32,930,962
20200323,NM,65,5321,,,,,,,,,,4d23bc5329a557f92fb0e3fac278eb022e20bd7f,2020-03-23T20:00:00Z,5386,5386,35,0,0,599,8,607
20200323,NV,245,3490,0,,,,,,,,4,46621ff1629bdcff0f20f806eb69ddc4420b533f,2020-03-23T20:00:00Z,3735,3735,32,2,0,1042,55,1097
20200323,NY,20875,57414,,,2635,,,,,,114,d3b8eaaed0f6d5807c232e3fbcf2209a165ea0df,2020-03-23T20:00:00Z,78289,78289,36,0,0,11181,5707,16888
20200323,OH,442,140,,,104,,,,,,6,e9b88174b0369b5cc5fe9d417052a903dabff3f5,2020-03-23T20:00:00Z,582,582,39,3,0,0,91,91
20200323,OK,81,694,102,,15,,,,,,2,45b50d4b705b99d8ed29cd9917c6122b6a37351a,2020-03-23T20:00:00Z,775,877,40,0,0,25,14,39
20200323,OR,191,3649,,,56,,,,,,5,674747b2c74e60eabb2b5267c57ab426bf2166ea,2020-03-23T20:00:00Z,3840,3840,41,1,0,785,30,815
20200323,PA,644,6595,,,,,,,,,6,05d5492e65ac86f999435b0d10c47022932d21b4,2020-03-23T20:00:00Z,7239,7239,42,4,0,1631,165,1796
20200323,PR,31,189,35,,,,,,,,2,54044accb20335032ff09a16243e91242bd42497,2020-03-23T20:00:00Z,220,255,72,2,0,6,8,14
20200323,RI,106,932,216,,,,,,,,,b6c0c9b3d3580204a35d8b5882c15643b24c4d44,2020-03-23T20:00:00Z,1038,1254,44,0,0,0,23,23
20200323,SC,299,1466,,,,,,,,,5,d6407423c851c0b3d028c5fda0486fcfa327c48d,2020-03-23T20:00:00Z,1765,1765,45,2,0,0,104,104
20200323,SD,28,762,265,,,,,,,,1,fde075c12c673d40d1aab452f70cf69cbe75375a,2020-03-23T20:00:00Z,790,1055,46,0,0,22,7,29
20200323,TN,615,3272,,,,,,,,,2,b2d39f1b13642217be1f35a1beefb6fe8e018e4f,2020-03-23T20:00:00Z,3887,3887,47,2,0,0,110,110
20200323,TX,352,9703,,,,,,,,,8,3a3dc9a69a872e7dc2216458b57d4c14571b53f0,2020-03-23T20:00:00Z,10055,10055,48,3,0,1281,18,1299
20200323,UT,257,4790,,,,,,,,,1,3e36e904b5e92906a22c98b8bf4d212728e22988,2020-03-23T20:00:00Z,5047,5047,49,0,0,1282,76,1358
20200323,VA,254,3443,,,38,,,,,,6,928099081a16db1ec2eafcb7930a292afe98d8a3,2020-03-23T20:00:00Z,3697,3697,51,3,0,325,35,360
20200323,VI,17,,,,,,,,,,0,6c9bf2413a42dadea0f1600c094c16432399d038,2020-03-23T20:00:00Z,17,17,78,0,0,0,11,11
20200323,VT,75,1106,,,,,,,,,5,5712a958cee1ad06bfe517cdc1dc34df1d2c5b30,2020-03-23T20:00:00Z,1181,1181,50,3,0,0,23,23
20200323,WA,1996,28879,,,,,,,,,95,05f53110821da20a48531acf7adb03b2766cc30f,2020-03-23T20:00:00Z,30875,30875,53,1,0,3551,203,3754
20200323,WI,416,7050,,,,,,,,,5,a42837d6acf0beb1ec6779dffa84d05fa33fa3fe,2020-03-23T20:00:00Z,7466,7466,55,1,0,820,31,851
20200323,WV,16,444,4,,1,,,,,,0,785cabd5ca3fe12f811fb884753cbc6033988c95,2020-03-23T20:00:00Z,460,464,54,0,0,59,4,63
20200323,WY,26,592,,,,,,,,,,86aba98a3bad0419994319eb711db799124ae1b8,2020-03-23T20:00:00Z,618,618,56,0,0,154,2,156
20200322,AK,22,946,,,0,,,,,,,a8def16e7a0761181b166c164857073291ee70f4,2020-03-22T20:00:00Z,968,968,02,0,0,188,8,196
20200322,AL,138,1464,,,,,,,,,0,86d42d6ce0f073647853c047db621dc1d6b22d30,2020-03-22T20:00:00Z,1602,1602,01,0,0,1436,14,1450
20200322,AR,165,711,119,,13,,,,,,0,3a1dd836af7082479fe40be5b98dd16baf70a7a8,2020-03-22T20:00:00Z,876,995,05,0,0,144,47,191
20200322,AS,,,,,,,,,,,0,fc95d1aa740eeab5cb9ad3a505a5b7f2bfeb70cd,2020-03-22T20:00:00Z,0,0,60,0,0,0,0,0
20200322,AZ,152,282,87,,,,,,,,2,e899dd7caac850f1e98672f2bfc80c4a0d292479,2020-03-22T20:00:00Z,434,521,04,1,0,42,48,90
20200322,CA,1536,11304,,,,,,,,,27,3e59e67641282210f230602242221b267928f4b7,2020-03-22T20:00:00Z,12840,12840,06,3,0,55,257,312
20200322,CO,475,4075,,,49,,,,,,5,c4118b4a4d5d7914a21033c0bc25fdb57866c1ea,2020-03-22T20:00:00Z,4550,4550,08,1,0,758,112,870
20200322,CT,223,2877,,,43,,,,,,5,3e0b7640771bf6580daff3339f83dcfb7553c8ea,2020-03-22T20:00:00Z,3100,3100,09,1,0,771,29,800
20200322,DC,98,957,,,,,,,,,1,0b7d26830f125c1ea3971500b73567c42faeede4,2020-03-22T20:00:00Z,1055,1055,11,0,0,451,21,472
20200322,DE,56,36,,,,,,,,,0,70882e5e157d33a2b83782f1fb8a179e2bf3f752,2020-03-22T20:00:00Z,92,92,10,0,0,0,11,11
20200322,FL,830,7990,963,,185,,,,,,13,6d5cabdc89109ef9c254796c14d4de9b504a207e,2020-03-22T20:00:00Z,8820,9783,12,1,0,1411,172,1583
20200322,GA,600,3420,,,,,,,,,23,fa3168765f57e2945b9eada93d45de7790e1249f,2020-03-22T20:00:00Z,4020,4020,13,9,0,863,93,956
20200322,GU,27,126,,,,,,,,,1,168812d2ff26716cfb0aa098f09abd1e20c5f7c9,2020-03-22T20:00:00Z,153,153,66,1,0,18,12,30
20200322,HI,48,263,,,,,,,,,,9f9bb5e0f85d4186b5c7128762218878c5022b0c,2020-03-22T20:00:00Z,311,311,15,0,0,139,11,150
20200322,IA,90,1215,,,,,,,,,,d7d39874a0a8ff9461d18832ff473e3aa5e4e169,2020-03-22T20:00:00Z,1305,1305,19,0,0,166,22,188
20200322,ID,42,1175,,,,,,,,,0,e3091c4dd87fc67ae4ad7a0c38906e8c5e5e01cf,2020-03-22T20:00:00Z,1217,1217,16,0,0,295,11,306
20200322,IL,1049,7271,,,,,,,,,9,0cd6d6e201acb4f9aa83540925df53e17341e513,2020-03-22T20:00:00Z,8320,8320,17,3,0,1783,296,2079
20200322,IN,201,1293,,,1,,,,,,6,ada91293bc098322b720991621f268d46e7502c5,2020-03-22T20:00:00Z,1494,1494,18,2,0,586,75,661
20200322,KS,64,417,,,,,,,,,2,717434cd64069de168ead5a043d23db277674fcc,2020-03-22T20:00:00Z,481,481,20,0,0,0,9,9
20200322,KY,99,1472,,,,,,,,,3,5258669d9c145c87b58461c6da4d08e22d3a1d3c,2020-03-22T20:00:00Z,1571,1571,21,1,0,758,45,803
20200322,LA,837,2661,,,,,,,,,20,5f072be553f738a3babda8b02787a4fdc962dd6f,2020-03-22T20:00:00Z,3498,3498,22,4,0,481,252,733
20200322,MA,646,5459,,,71,,,,,,5,fb6af170f022af7c58a32715614675c2d0d3b5ce,2020-03-22T20:00:00Z,6105,6105,25,4,0,707,121,828
20200322,MD,244,94,,,,,,,,,3,5521f7ca4d3290aa2d65d3b20ad1f33a8478f8f6,2020-03-22T20:00:00Z,338,338,24,1,0,0,54,54
20200322,ME,89,2264,,,,,,,,,,a1b7228940e2538968d5375f72cd454abf747cad,2020-03-22T20:00:00Z,2353,2353,23,0,0,0,16,16
20200322,MI,1035,2069,,,,,,,,,8,e8cb4da6c29df936ae6e5fcc55e8713963428546,2020-03-22T20:00:00Z,3104,3104,26,3,0,0,248,248
20200322,MN,169,4511,,,12,,,,,,1,8d9329cf94b2933f0c41a11777670059ff1b0dc0,2020-03-22T20:00:00Z,4680,4680,27,0,0,559,31,590
20200322,MO,90,369,,,,,,,,,3,c1ae026332ebe3ca9e979c69f12a83f792635ba3,2020-03-22T20:00:00Z,459,459,29,0,0,0,17,17
20200322,MP,0,,,,,,,,,,0,9f0868029cfe6332a7c85f385e6b2c3dbf5a0907,2020-03-22T20:00:00Z,0,0,69,0,0,0,0,0
20200322,MS,207,1114,,,33,,,,,,1,04f051f87f829581ca8959f4304af3ad4af6bf63,2020-03-22T20:00:00Z,1321,1321,28,0,0,419,67,486
20200322,MT,31,1146,,,,,,,,,,6ce29bf5650146bdb685c9ff867fc8078da0e704,2020-03-22T20:00:00Z,1177,1177,30,0,0,0,11,11
20200322,NC,255,6183,,,,,,,,,0,43d9a0203f478b85ba9ab28df719380f7764e351,2020-03-22T20:00:00Z,6438,6438,37,0,0,1091,71,1162
20200322,ND,28,1260,,,3,,,,,,0,d217ea29fa9a37524ba81b4af887f3b92e8119c3,2020-03-22T20:00:00Z,1288,1288,38,0,0,119,0,119
20200322,NE,48,356,,,,,,,,,0,a1f2ed517ed7f07772bdde48a3635b0610288c96,2020-03-22T20:00:00Z,404,404,31,0,0,0,10,10
20200322,NH,65,1188,959,,,,,,,,,3f3ffc59dc58fec5f61f676fb44672e66c9a83f5,2020-03-22T20:00:00Z,1253,2212,33,0,0,215,10,225
20200322,NJ,1914,327,49,,,,,,,,20,09220d34ace5d93e1580fb6fca79e223c1e5b9f6,2020-03-22T20:00:00Z,2241,2290,34,4,0,33,587,620
20200322,NM,57,4722,,,,,,,,,,5a36c53596fd4c61843b82ba64769d8bd41f62c3,2020-03-22T20:00:00Z,4779,4779,35,0,0,951,0,951
20200322,NV,190,2448,,,,,,,,,2,6faf05eb0ef438c17863ca0c1c6f5555925b90b0,2020-03-22T20:00:00Z,2638,2638,32,0,0,64,66,130
20200322,NY,15168,46233,,,1974,,,,,,114,d19f6492554c2e3074d4edbc4246c03692a03f4f,2020-03-22T20:00:00Z,61401,61401,36,70,0,11152,4812,15964
20200322,OH,351,140,,,83,,,,,,3,0824320ffefc3732db651abc88ba87f91bf5e966,2020-03-22T20:00:00Z,491,491,39,0,0,0,104,104
